clean_content,sentimen
ongkir nya bikinn sakit hati mahal banget ongkir nya,negatif
mudah tengah macet,positif
manfaat,positif
ok,positif
bagus mudah kuliner,positif
udhlah mending pake grab aja ga dpet driver nunggu order makan ampe jam emg ga driver gaush ampe jam bru cancel,negatif
jemput cepat driver ramah aman,positif
aplikasi tdk prosional langgan salah pencet pesan detik batal cancel bs suka dg aplikasi krn bantu tp saat salah pencet detik batal tdk bsutk kali kecewa rugi langgan,negatif
puas,positif
sorry hapus andal pesan jalan gera kali pesan pakai aplikasi transportasi kali pakai tanggap,netral
bantu cargo van banyak driver susah kalo pakek layan gobox van,positif
mantul,positif
poko suka banget deh drivernya ramah,positif
aplikasi gojek bantu mudah,positif
kecewa pesan goride saldo potong pesan batal driver hari saldo,negatif
semangat karya anak bangsaaaa,positif
ok,positif
oke,positif
ok,positif
driver gosend tolak paket paket berat udah sesuai aplikasi berat kg aneh nolak rezeki recomended pake gojek,negatif
mantaps aplikasi bagus guna,positif
mantap,positif
gojek mantap,positif
susah bgt dpt driver nyoba sen gofood jam ga jg dpt gatau ilang restoran udh nyiapin nyari go car gaada ambil tuju gojek,negatif
aplikasi tani berangkat sekolah smp smk sempurna kasih bintang fitur goride hemat aplikasi hilang fitur bantu hemat dana pulang pergi sekolah,positif
vario gak goride comfort,negatif
wkwkkw grab aja promo bayar ribu mahal costumer pindah,negatif
keren,positif
ok,positif
suka ngobrol,positif
bagus,positif
sumpah ya susah banget loh cari gojek habis hujan,negatif
kalo pagi nyarinya bikon telat,negatif
bantu,positif
nyaman mudah cepat mantap,positif
ok,positif
harga murah,positif
ngasih coba nya bintang enak nyaman,netral
gagal verivikasi wajah cuku verifikasi email ho,negatif
bravo,positif
pesan makan jam mlm driver ojek batal order makan rugi,negatif
banyakin promo,positif
bagus,positif
tanggung walpun malam cari driver nya mantap gojek,positif
sippp,positif
jam nunggu ga yg ambil pesan udh ga pake promo loh lgi laper bgt,negatif
eror gmn ya jalur dkt ambil jalur muter biar tarif gmn pdhl jalur ga kendala,positif
saran gotransit luas mrt lrt transjakarta transportasi bas scan qr,positif
layan nya lambat ngelag kadang error ga tau hp aplikasi nya internet ga order sen,netral
layan payah,negatif
keren,positif
baik,positif
apk ojol andal,positif
layan ny bagus,positif
mantul,positif
jelek banget kualitas drivernya pesan mnt ambil datang resto chat cs isi bot gabisa bantu cust pdhl jarak antar km ongkir ribu batal nunggu mnt,negatif
driver said ya kalo ngapain gw sen lu kalo deket mah gw jalan kaki,negatif
sya login akun lg,positif
sesuai promo bikin betah customer,positif
manfaat aplikasi gojek,positif
mantap,positif
manfaat cepat antar,positif
muas,positif
oke,positif
oke,positif
oke,positif
kirim barang mentang mentang harga ribu ga ambil order,negatif
aplikasi jelek buka,negatif
bantu cepattq,positif
gak hapus permanen,negatif
bayar tagih pakai gojek ribet banget dah tanggal samapai bayar masuk dah hari kerja,negatif
top,positif
puas,positif
oke,positif
bagusss,positif
gak masuk pas pilih negara,negatif
g buka aplikasi,negatif
knp gojek tulis mana uda pilih indonesia uda oke tpi ttep,netral
nge bug cok,negatif
mantap,positif
parah parah drtd kluar indonesia terusss,negatif
knpa masukin negara indo trs klik ga ubah mulu heran,negatif
mantab nih gocar,positif
aplikasi inisudah klik indonesiamalah kagak maubikin ribet aja mending pake aplikasi aja,negatif
amanah,positif
bagus,positif
sukses trus gojek,positif
terimakasih aplikasi gojek beli makan murah,positif
top,positif
ok bantu,positif
gojek yaman aman murah,positif
mahal driver mogok ga becus,negatif
mantap,positif
istimewa,positif
mudah,positif
iklan yg tampil apk kadang ganggu mudah,netral
muas,positif
tolong donk gojek tindak driver nakal ambil order diem aja g jalan ga bales chat udah sekian kali kaya gin,negatif
driver gocarnya suka nyebelin pas kondisi hujan hujan udh reda kali pesan gocar hujan udh reda trs pas order dah ambil eh udh menit gk dijemputjemput posisi driver udh deket kita drivernya milih diam aja gk ngerti driver gocarnya,negatif
aplikasi cari driver susah mati,negatif
mantap brooo,negatif
hujan nggak yg bintang,negatif
masuk akun nomor verifikasi wajah update gopay plus,negatif
drivernya nolak gofood layan,negatif
mantap,positif
mending indrive lol murah doang mata duit tlol,negatif
terima kasih,positif
alhamdulillah sat set nggk nunggu good job,positif
good aplication rekomended good service so good job,positif
driver nya nge pick up hadeh kecewa,negatif
gojek purwakarta ramah,positif
recomended,positif
x sen gocar dicansel drivernya mmbagoongkan,negatif
apknya bagus,positif
harga tururin ajar,positif
pesan gofood batal driverkenapa diallami costumer,negatif
tolong aplikasi verifikasi banget mesti email smswhatsapp pakai nomor yg verifikasi banget g login akun sayapadahal udah masukin nomor yg ganti hpaneh dah mahal suka pakai gojekdrivernya attitudeg nge gas mulu kaya belah,negatif
mantapp,positif
mantap,positif
saran yakalau driver tindak pesan batal pesan aplikasi lainnyaterima kasih mohon tingkat,negatif
fungsi pakai spaylater gk caranyasemenjak gabung toped,positif
menit loading bayar angsur even though the network is good whats wrong,netral
aplikasi gojek bagus,positif
sopan ramah,positif
jalan mudah,positif
jijik gojek,negatif
mayan ngebantu jg klo lg mager cuman kadang diskon nya ga ga pakai,positif
kesel aj gk dpt harga promo sllu gunain gojek jdi pindah hati maxsim yg murahh,negatif
inovatif mudah guna transportasi,positif
kaciww,positif
forgot password not working register without email forgot password use email update its working much better now update again food delivery is now unreliable dont bother,netral
anda aplikasi gojek jual baju shopee hebat,positif
alhamdulillah driver nya ramah smuadan murah riah,positif
mantap,positif
garagara aplikasi gw lambat ngampus udah nunggu drivernya cancel drivernya udah pakai si kuning nunggu drivernya gercepgercep ga kayak ni aplikasi,negatif
gk pro,negatif
perfect,positif
alhamdulillah bantu,positif
udah bener pakai transportasi online tuh gojek aja sih keluh ttg layan ttg driver ditraking sistem ongkos byk tawar diskon tarif hemat,positif
membahtu,positif
tolong gojek klo terima order nya dlu beres terima order yg klo kaya gin sy rugi yg order sy order banget tau gojek nganter order yg jalan g arah bnget,netral
alhamdulilah berkat gojek malas manja,positif
puas,positif
mudah sarana transportasi cepat nyaman,positif
good,positif
pantes harga mahal rute nya ajak muter banget ni gojek,negatif
jemput cepatsampai tuju jg sesuai waktudan ramah,positif
bagus,positif
bantu trimakasih gojek,positif
mantap,positif
bagus,positif
oke,positif
bagus apl karya anak bangsa,positif
pake gojek udh dri kali smpe skrg msh pakai wlu kdg promo nya cm,positif
manfaat,positif
mudah bantu,positif
bruh gk setting b pesan daerah b tuju antar nya kasihan drivernya jalan km tuju asli,negatif
best,positif
pesan makan dg metode reguler nya jam pesan resto yg cepat proses moga grab maju kembang,negatif
mantap,positif
driver gojek banget cancelin order deketmaunya ajaapalagi daerah bingin uluwatu balicari driver gojek kayak cari emasbanyak sombong,netral
sulit driver gofood,negatif
suka service ojolnyaaa promo jugaakk tahan terusss,positif
muas,positif
pergi mudah,positif
mantap banyakin promonya,positif
mantap,positif
puas,positif
tolong hapus fitur one tap susah mudah order alamat klik alamat yg sesuai order alamat order,negatif
good,positif
uiux ok driver nya serba ramah usaha kayak gin citra buruk,positif
aman cepat,positif
ok,positif
banyakin promonya,positif
ok,positif
apa,positif
keren,positif
good,positif
ok,positif
mana ok,positif
aplikasi bagus multifungsi,positif
kesini mahal tarif ojek nya,negatif
gojek mahal gojek hemat takbada gulung tikar semenjak gojek cari dana zzz yg kena korupsisangat buruk murahh grab makan murah shophe food,negatif
bantu pergi mana,positif
bantu,positif
orang,positif
sulit driver gaya sok kapitalis iblissok pahlawan,negatif
mantaps,positif
good,positif
wokeh,positif
ok,positif
goodjob,positif
keren,positif
versi trus sistem h bobrokmitra sruh nongkrong doang,negatif
pelayananya oke profesianal mudah gojek,positif
good,positif
order drivernya yg pilih pilih yg bagus aja potong driver turunin persen persen driver nya keluarga yg kasih makan biaya anak sekolah nya,negatif
bantu jalan,positif
udah pake kirim yg expres tetep aja telat bayar mahal dri kirim nggk kompensasi bgt kegitu,negatif
bantu mobilitas d kota yg sibuk jalan yg macet,positif
customerklw mw amal tip driver jgn gopay byk keluh driver tip ga klw gopay ghaib sifat driver tau mohon kasih uang tunai,negatif
ya neng,positif
hilang ongkir ekonomis,negatif
bagus,positif
mantap,positif
layan mantap aplikasi ruwet the best pokoklan,positif
info hati hati tipu gojek kirim kode via sms verifikasi kode gojek telpon kode kode undi menang percaya bohong hati marak nya tipu gak hadiah gojek kecewa gojek trnyata sisi percaya gojek mohon hati trimakasih,positif
jarang dipake bagus sih aplikasi ok,positif
mudah guna aktivitas hari,positif
nunggu driver banget cancel gomart kadang cepet kadang telat aja ya yg sabar,netral
good,positif
oke,positif
good,positif
gercep antar pesan makan gojek gofood mantap,positif
pesan kirim driver gojek tanggung,negatif
bagus,positif
mohon perhati driver nya order,positif
bgus,positif
gak kalo kasih driver yg muda yg udah tua gak ngerti baca maps jalan yg bas menit jam bikin kesel aja,netral
bgs,positif
gud,positif
good,positif
senang dg gojek,positif
oke,positif
mantap,positif
keren,positif
ok,positif
bagus,positif
okelahh,positif
mudah,positif
ok,positif
update bintang slalu suka pake gojek karna slalu diskon order gofood tp gopaylater blokir gatau knp pdhal byr tagih gapernah dr jatuh tempo,positif
oce,positif
layan bagus,positif
kali kali pesan gocar xl yag gocar xl gimanasih gojek gaada kece pesan xl orang barang datang agyacalya gofood cari menu sehat sate kambing saring oknum oknum suka bohong,negatif
sinyal ilang woiiiii,negatif
amancepat,positif
bagus,positif
males gunain aplikasi tolong ojol tipu bantu ejek gimana costumer percaya aplikasi isi aja bantu jelek,negatif
alhamdulillah anak jemput sekolah jalan aman driver ramah terimakasih gojek barakallahu fiikum,positif
driver nya sopan gojek banding ijo belah,positif
ok,positif
hebat,positif
ok,positif
driver nya suka cancel order kntl,negatif
tolong admin tertib gak tunggak bayar maki maki kecewa min gojek buruk admin paylater,negatif
jalan senang pke gojek,positif
mudah urus,positif
tolooong ya revisi driver yg bal banyak pakai atribut gojek ambil costumer offline dar gofood aja susahh banget dapet driver nunggu lebih estimasi,negatif
blm muas,negatif
cepat driver ramah sopan komunikatif murah,positif
bantu,positif
mantap,positif
bagus,positif
ringin promo,positif
ekonomi sulitga kuat bayar,negatif
good,positif
mantep,positif
sen ya,negatif
bantu,positif
pakai go transit,positif
kesal kali apk mesan salah klik batal pencet menu,negatif
tolong go food nya driver d benerin uda nemu driver d cancel uda nemu driver d cancel estimasi mnt jd jam gak x banget,negatif
mantap,positif
bagus banyakin ya promonya,positif
ok,positif
kecewa pesan gofood driver kirim alamat yg salah makan udah dichat ulang g contact customer service ga ecek pesan minimal kontak dgn drivernya kek konfirm jgn kaya robot gitu ah yasudahlah ikhlas aj kecewa baik ngomong dgn program cs,negatif
mudah aqurat guna,positif
promosi bantu,positif
bagus dn nyamnmemudhkn kit,positif
good,positif
hancur ekonomi rakyat,negatif
manager korup,negatif
bantu giat ekonomi masyarakat,positif
bagus,positif
bantu aplikasi go jek,positif
promo gofood nya,positif
ok job mantap moga ajjh nggak rudet,positif
mantap pokok,positif
ok,positif
kemudi driver cocok aman jalan,positif
mantap,positif
luarbiasa,positif
okee,positif
goride sring kecewa gofood ok aja,negatif
top,positif
biar bintang bicara,positif
senang,positif
parah yg sekian kali paylater lambat bayar laku bayar tulis blokir kerja paylater buruk,negatif
order jek,positif
aplikasi bagus kl hujan payah make grab prioritas jg kaga dpt cari cepat rb kaga dpt jg pdhlh posisi mobil bgt sekitar perbaikin lg dr gojek seleksi lg niat narik sm gak niat,negatif
barang harga tf ongkos driver barang kabur d bawa mitra driver gojek total gak tindak mitra nya yg udah bawa kabur brang masuk pengggelapan barang ken d ganti karna barang ternak gak masuk syarat ken mitra yg bawa kabur d tindak gojek lindung mitra nya yg bawa kabur barang customer bikin lapor oa jang lebar maaf ajah pake sisteem,negatif
bagus ramah sopan,positif
okee mantap,positif
driver kadang ngebut mohon training ngebut,netral
bantu jalan,positif
sllu bantu apk,positif
percaya,positif
cepat hemat,positif
gak jemput gojek selamat,positif
mantap,positif
go jek ok,positif
iya ngga sampe km harga k mahal bgttt,negatif
keren,positif
baguss bantu,positif
gojek tmbh okey,positif
bantu bravo gojek,positif
suka banget pakai aplikasi gojej,positif
dapet driver banget kali terus,negatif
bantu,positif
murah riah,positif
top markotop,positif
masukin kode voucher goride gorideaja tulis hiks kayak error coba yuk kayak ga sempat dapetin voucher nya kesel kalo niat masukin kode voucher biar murah ga boros uang jajan,negatif
mantap,positif
jarang promo,negatif
driver gojek ga yg beres evaluasi mitra,netral
good,positif
aplikasi lot parahhh kacau,negatif
aplikasi bantu hidup masyarakat layan ramah driver rela korban keluarga harap moga aplikasi baik negara salam hangat chriss,positif
mahal ongkir ya males mesan makan,negatif
ga gojek ya,negatif
driver arogan sopan,negatif
tanyskan biar bintang yg bicara anjayy,positif
salut dg driver go shopmalam malam msh bantu alhamdullah sy twrbantu,positif
mantap,positif
aplikasi gojek yg bantu,positif
gojek mantab,positif
aplikasi ok drivernya problematik njir kalo udah malem jauh cancel ntah yg alesan ga dapet tambah please ya bijak untung mes kaya gin gocar mall rumah fitur tumpang driver gocarnya bilang ga dapet tambah org pdhl fiturnya tulis org dah driver marah marah karna mau bawa org,negatif
good,positif
bagus si diskon,positif
cepat jg promo murah bantu yg,positif
kali driver ngantar makananudh gitu lgsung dibatalinkecewa besarsaya dn org rumah nunggu hny lapar tpi krna acara tpi layan driver nya ga bagus,negatif
so far so good,positif
admin pro restoran,negatif
mudah guna,positif
ok,positif
antara cepat,positif
terima kasih hantar selamat tuju,positif
aplikash y bikin ribet ruwet,negatif
diskon udah beli paket voucher nya eh tipu potong harga aplikasi bagus mending pake belah voucherpun udah murah,negatif
good,positif
aman nyaman,positif
good,positif
bagus nyaman gampang enak promo puad deh,positif
keren banget,positif
bete apk gojek padat butuh banget pesan order,netral
mantap,positif
driver jarang yg nerima ngorder jarang banget dapet driver kudu kali ngorder ulang biar dapet,negatif
love gojek,positif
bantu aplikasi moga voucher diskon metode bayar,positif
good job,positif
good,positif
gooodd kembang,positif
driver bagus nyetirnya gk ngebut,positif
ikut arah aplikasi order anyepin gimana sih,negatif
